STUDENTNUMBER,COURSE_CD,COURSE_TITLE,COURSE_VERSION,COURSE_ATTEMPT_STATUS,MODE,TYPE,ORG_UNIT_CD,COMMENCEMENT_DT,ENROLLED_CURRENT_TP,ENROLLED_YR,STUDENT_TYPE,CREDIT_POINTS_REQUIRED,ADVANCED STANDING CP,COMPLETED_CREDIT_POINTS,OUTSTANDING_POINTS,Course Location,Completed Units,Adv Stnd Units,Unit Sets (Completed),Unit Sets (Non-Completed)
BA15,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44375,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,CRIM101 TRI-3 2021 OL,,,CRIM012.4 N Criminology (Extended Major)
BA16,BA,Bachelor of Arts,17,ENROLLED,OL,FT,S0004,44247,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"CRIM100 TRI-1 2021 OL
CRIM104 TRI-1 2021 OL
CRIM190 TRI-2 2021 OL
CRIM324 TRI-2 2021 OL
HASS100 TRI-2 2021 OL
CRIM101 TRI-3 2021 OL
CRIM244 TRI-3 2021 OL
WRIT101 TRI-3 2021 OL",,,CRIM002.4 N Criminology (Major)
BA17,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44226,Yes,Yes,Domestic,144,12,24,120,ARMIDALE,"CLLA101 TRI-1 2021 OL
CLLA102 TRI-2 2021 OL","HASS100 
WRIT101 ",,CLASLA001.5 N Classical Languages (Major)
BA18,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44494,Yes,Yes,Domestic,144,102,120,24,ARMIDALE,"ANCH307 TRI-3 2021 OL
ARPA100 TRI-3 2021 OL
PHIL102 TRI-3 2021 OL","ANCH111 
ANCH309 
ANCH312 
HASS100 
HINQ100 
HINQ101 
HIST111 
HIST113 
HIST150 
HIST151 
HIST308 
HIST324 
HIST328 
HIST357 
HIST363 
HIST369 
WRIT101 ","ANHIST011.4 Y Ancient History (Minor)
HISTOR001.9 Y History (Major)",
BA19,BA,Bachelor of Arts,17,ENROLLED,OL,FT,S0004,44226,Yes,Yes,Domestic,144,12,54,90,ARMIDALE,"LANG100 BLOCK-B 2021 OL
JAPN101 TRI-1 2021 OL
PHIL151 TRI-1 2021 OL
HASS100 TRI-2 2021 OL
PHIL150 TRI-2 2021 OL
CRIM101 TRI-3 2021 OL
WRIT101 TRI-3 2021 OL","PHIL102 
WRIT1XX06 ",,"JAPANE001.5 N Japanese (Major)
PHILOS011.4 N Philosophy (Minor)"
BA20,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44494,Yes,Yes,Domestic,144,36,36,108,ARMIDALE,,"IDIG1XX06 
LING101 
LING102 
LING305 
LING371 
SOCY100 ",,LINGUI001.7 N Linguistics (Major)
BA21,BA,Bachelor of Arts,17,INACTIVE,OL,FT,S0004,44226,No,No,Domestic,144,0,0,144,ARMIDALE,,,,FRENCH001.7 N French (Major)
BA22,BA,Bachelor of Arts,17,ENROLLED,OL,FT,S0004,44375,Yes,Yes,Domestic,144,0,30,114,ARMIDALE,"HASS100 TRI-2 2021 OL
PHIL150 TRI-2 2021 OL
RELS182 TRI-2 2021 OL
PHIL102 TRI-3 2021 OL
WRIT101 TRI-3 2021 OL",,,"CHINES011.3 N Chinese (Minor)
PHILOS001.7 N Philosophy (Major)
STRELI001.8 N Studies in Religion (Major)"
BA23,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,41694,No,Yes,Domestic,144,12,72,72,ARMIDALE,"ENGL101 TRI-1 2015 OF
ENGL390 TRI-1 2021 OL
HINQ100 TRI-1 2014 OF
HIST324 TRI-1 2015 OF
HIST328 TRI-1 2017 OF
PAIS101 TRI-1 2016 OL
ANCH111 TRI-2 2018 OL
ANCH313 TRI-2 2016 OL
HIST165 TRI-2 2014 OF
PAIS102 TRI-2 2015 OF","ANCH1XX06 
HIST1XX06 ",,"ENGLIS001.9 N English (Major)
MMEUHIS001.1 N Medieval and Early Modern Europe (Major)"
BA24,BA,Bachelor of Arts,17,ENROLLED,OL,FT,S0004,44226,Yes,Yes,Domestic,144,24,54,90,ARMIDALE,"CLLA101 TRI-1 2021 OL
ENGL101 TRI-1 2021 OL
FREN201 TRI-1 2021 OL
ENGL384 TRI-3 2021 OL
WRIT101 TRI-3 2021 OL","FREN101 
FREN102 
FREN206 
MUSI111 ",,"ENGLIS001.9 N English (Major)
FRENCH001.7 N French (Major)
MUSICS011.4 N Music (Minor)"
BA25,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44226,Yes,Yes,Domestic,144,48,96,48,ARMIDALE,"JAPN101 TRI-1 2021 OL
LING364 TRI-1 2021 OL
LING371 TRI-1 2021 OL
HASS101 TRI-2 2021 OL
JAPN102 TRI-2 2021 OL
LING363 TRI-2 2021 OL
EDEE100 TRI-3 2021 OL
LING366 TRI-3 2021 OL","HLTH103 
LING101 
LING102 
LING353 
LING369 
UNSP1XX06 
UNSP2XX06 
WRIT101 ",,"JAPANE011.3 N Japanese (Minor)
LINGUI001.7 N Linguistics (Major)"
BA26,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44226,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,HASS100 TRI-2 2021 OL,,,"PSYCHO001.6 N Psychology (Major)
SOCIOL011.4 N Sociology (Minor)"
BA27,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44494,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,PHIL102 TRI-3 2021 OL,,,
BA28,BA,Bachelor of Arts,17,ENROLLED,OL,FT,S0004,44375,Yes,Yes,Domestic,144,0,30,114,ARMIDALE,"ANCH109 TRI-2 2021 OL
HASS100 TRI-2 2021 OL
HASS101 TRI-2 2021 OL
HINQ100 TRI-3 2021 OL
RELS184 TRI-3 2021 OL",,,ANCGRE001.1 N Ancient Greece: History and Culture (Major)
BA29,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44237,Yes,Yes,Domestic,144,0,24,120,ARMIDALE,"PHIL151 TRI-1 2021 OL
WRIT101 TRI-1 2021 OL
AFM103 TRI-2 2021 OL
PHIL150 TRI-2 2021 OL",,,
BA30,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44494,Yes,Yes,Domestic,144,0,12,132,ARMIDALE,"HINQ100 TRI-3 2021 OL
WRIT101 TRI-3 2021 OL",,,HISTOR001.9 N History (Major)
BA31,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,44501,No,No,Domestic,144,0,0,144,ARMIDALE,,,,"FRENCH011.3 N French (Minor)
SPANISH001.5 N Spanish (Major)"
BA32,BA,Bachelor of Arts,17,ENROLLED,ON,FT,S0004,44226,Yes,Yes,Domestic,144,12,36,108,ARMIDALE,"COMM101 TRI-1 2021 ON
HASS100 TRI-1 2021 ON
MUSI101 TRI-1 2021 OL
THEA202 TRI-2 2021 ON","MUSI111 
THEA110 ",,"SCRNMED011.3 N Screen and Media Studies (Minor)
THSTUD001.4 N Theatre and Performance (Major)"
BA33,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,38404,No,No,Domestic,144,6,54,90,ARMIDALE,"ALIT111 SEM-1 2005 OF
CLLA101 SEM-1 2005 OF
CLLA201 SEM-1 2006 OF
CLLA351 SEM-1 2006 OF
ALIT112 SEM-2 2005 OF
ARPA101 SEM-2 2006 OF
CLLA102 SEM-2 2005 OF
PHIL102 TRI-3 2021 OL",PHIL150 ,,"CLASLA001.5 N Classical Languages (Major)
PHILOS012.4 N Philosophy (Extended Major)"
BA34,BA,Bachelor of Arts,17,ENROLLED,OL,FT,S0004,44226,Yes,Yes,Domestic,144,0,24,120,ARMIDALE,"HASS100 TRI-1 2021 OL
PAIS101 TRI-1 2021 OL
HASS101 TRI-2 2021 OL
PHIL150 TRI-2 2021 OL",,,"MMEUHIS011.1 N Medieval and Early Modern Europe (Minor)
PAIS001.4 N Political and International Studies (Major)"
BA35,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,43035,Yes,Yes,Domestic,144,30,90,54,ARMIDALE,"HASS100 TRI-1 2020 OL
JAPN101 TRI-1 2018 OL
LING362 TRI-1 2020 OL
LING371 TRI-1 2021 OL
ENGL102 TRI-2 2018 OL
JAPN235 TRI-2 2018 OL
ENGL103 TRI-3 2021 OL
LING353 TRI-3 2019 OL
RELS184 TRI-3 2018 OL
WRIT101 TRI-3 2018 OL","LING101 
LING102 
LING244 
UNSP1XX06 
WRIT102 ",LINGUI011.2 Y Linguistics (Minor),"CRIM002.1 N Criminology (Major)
CRIM012.1 N Criminology (Extended Major)
ENGLIS001.9 N English (Major)"
BA36,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44494,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,ANCH112 TRI-3 2021 OL,,,"ANHIST001.8 N Ancient History (Major)
HGEOGR011.2 N Human Geography (Minor)"
BA37,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,44496,No,No,Domestic,144,0,0,144,ARMIDALE,,,,"PAIS001.4 N Political and International Studies (Major)
PEDEST001.7 N Peace Studies (Major)"
BA38,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,44253,No,No,Domestic,144,90,90,54,ARMIDALE,,"HLTH340 
HSCS374 
HSHM305 
HSHM341 
HSHM342 
HSHM349 
HSHM368 
PHIL101 
PHIL102 
PSYC101 
PSYC102 
SOCY100 
SOCY110 
SOCY345 
WRIT306 ",,PSYCHO001.6 N Psychology (Major)
BA39,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44494,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,MUSI131 TRI-3 2021 OL,,,MUSICS001.8 N Music (Major)
BA40,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,44263,No,Yes,Domestic,144,114,138,6,ARMIDALE,"PAIS101 TRI-1 2021 OL
WRIT101 TRI-1 2021 OL
PAIS318 TRI-2 2021 OL
PAIS380 TRI-2 2021 OL","BCSS101 
ENGL101 
ENGL102 
ENGL3XX06 
LAW100 
LAW101 
LAW1XX12 
LAW231 
LAW232 
LAW270 
LAW312 
PAIS103 
PAIS302 
PAIS314 
PAIS3XX18 
WRIT1XX06 ",,"ENGLIS011.5 N English (Minor)
PAIS001.4 N Political and International Studies (Major)"
BA41,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44235,Yes,Yes,Domestic,144,6,24,120,ARMIDALE,"HASS100 TRI-1 2021 OL
ANCH109 TRI-2 2021 OL
WRIT101 TRI-3 2021 OL",PHIL102 ,,"ANHIST001.8 N Ancient History (Major)
STRELI001.8 N Studies in Religion (Major)"
BA42,BA,Bachelor of Arts,17,ENROLLED,ON,FT,S0004,44375,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,THSTUD001.4 N Theatre and Performance (Major)
BA43,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,44226,No,No,Domestic,144,0,12,132,ARMIDALE,"FREN101 TRI-1 2021 OL
FREN102 TRI-2 2021 OL",,,FRENCH001.7 N French (Major)
BA44,BA,Bachelor of Arts,17,ENROLLED,ON,FT,S0004,44226,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"CRIM100 TRI-1 2021 ON
HASS100 TRI-1 2021 ON
THEA110 TRI-1 2021 ON
WRIT101 TRI-1 2021 ON
COMM102 TRI-2 2021 ON
WRIT102 TRI-2 2021 ON
COMM101 TRI-3 2021 OL
COMM387 TRI-3 2021 OL",,,SCRNMED012.3 N Screen and Media Studies (Extended Major)
BA45,BA,Bachelor of Arts,17,ENROLLED,OL,FT,S0004,44226,Yes,Yes,Domestic,144,12,54,90,ARMIDALE,"ANCH318 TRI-1 2021 OL
CLLA101 TRI-1 2021 OL
HASS100 TRI-1 2021 OL
ANCH312 TRI-2 2021 OL
ARPA107 TRI-2 2021 OL
HASS101 TRI-2 2021 OL
ARPA100 TRI-3 2021 OL","ANCH111 
ARPA104 ",,ARCH001.6 N Archaeology (Major)
BA46,BA,Bachelor of Arts,17,INACTIVE,ON,FT,S0004,44226,No,No,Domestic,144,0,18,126,ARMIDALE,"HASS100 TRI-1 2021 ON
IDIG102 TRI-1 2021 ON
WRIT101 TRI-1 2021 ON",,,"CRIM002.4 N Criminology (Major)
INSTUD001.8 N Indigenous Studies (Major)"
BA47,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44375,Yes,Yes,Domestic,144,12,30,114,ARMIDALE,"PEAC102 TRI-2 2021 OL
SOCY110 TRI-2 2021 OL
SOCY356 TRI-3 2021 OL","CRIM100 
PHIL102 ",,PEDEST001.7 N Peace Studies (Major)
BA48,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44375,Yes,Yes,Domestic,144,12,24,120,ARMIDALE,"ANCH109 TRI-2 2021 OL
HINQ100 TRI-3 2021 OL","BIOL110 
BIOL120 ",,"ANHIST001.8 N Ancient History (Major)
AUSHIS001.8 N Australian History (Major)"
BA49,BA,Bachelor of Arts,17,INTERMIT,OL,PT,S0004,44247,No,No,Domestic,144,0,24,120,ARMIDALE,"HASS100 TRI-1 2021 OL
PAIS101 TRI-1 2021 OL
HASS101 TRI-2 2021 OL
WRIT101 TRI-3 2021 OL",,,"CRIM002.3 N Criminology (Major)
PAIS001.3 N Political and International Studies (Major)"
BA50,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44494,No,No,Domestic,144,72,90,54,ARMIDALE,"GEPL112 TRI-3 2021 OL
GEPL306 TRI-3 2021 OL
GEPL308 TRI-3 2021 OL","EDCX313 
FIN101 
HIST150 
HIST151 
HIST330 
HIST331 
HIST351 
HIST361 
MM200 
MM320 
MM333 
PSYC101 ",,
BA51,BA,Bachelor of Arts,17,INTERMIT,OL,FT,S0004,44233,No,No,Domestic,144,0,18,126,ARMIDALE,"ECON101 TRI-1 2021 OL
GEPL111 TRI-1 2021 OL
WRIT101 TRI-1 2021 OL",,,HGEOGR001.4 N Human Geography (Major)
BA52,BA,Bachelor of Arts,17,ENROLLED,OL,FT,S0004,44130,Yes,Yes,Domestic,144,30,72,72,ARMIDALE,"CRIM100 TRI-1 2021 OL
HINQ100 TRI-1 2021 OL
HIST310 TRI-1 2021 OL
HASS100 TRI-2 2021 OL
HIST324 TRI-2 2021 OL
RELS182 TRI-2 2021 OL
CRIM244 TRI-3 2021 OL","CRIM101 
HINQ101 
HIST113 
RELS184 
WRIT101 ",,"CRIM002.4 N Criminology (Major)
HISTOR001.9 N History (Major)"
BA53,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44375,Yes,Yes,Domestic,144,0,12,132,ARMIDALE,"HASS100 TRI-2 2021 OL
COMM101 TRI-3 2021 OL",,,
BA54,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,44255,No,No,Domestic,144,0,0,144,ARMIDALE,,,,PSYCHO001.6 N Psychology (Major)
BA55,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,44249,No,No,Domestic,144,72,78,66,ARMIDALE,PSYC101 TRI-1 2021 OL,"COMM102 
COMM323 
COMM332 
COMM3XX12 
MM200 
MM311 
PSYC1XX06 
UNSP2XX12 
WRIT1XX06 
WRIT2XX06 ",,PSYCHO012.2 N Psychology (Extended Major)
BA56,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44375,Yes,Yes,Domestic,144,0,18,126,ARMIDALE,"ANCH111 TRI-2 2021 OL
HASS100 TRI-2 2021 OL
ANCH112 TRI-3 2021 OL",,,"ANCROM012.1 N Ancient Rome: History and Culture (Extended Major)
ANHIST001.8 N Ancient History (Major)"
BA57,BA,Bachelor of Arts,17,INACTIVE,OL,FT,S0004,44375,No,No,Domestic,144,0,18,126,ARMIDALE,"HASS100 TRI-2 2021 OL
WRIT102 TRI-2 2021 OL
WRIT101 TRI-3 2021 OL",,,WRITIN001.8 N Writing (Major)
BA58,BA,Bachelor of Arts,17,ENROLLED,OL,FT,S0004,44226,Yes,Yes,Domestic,144,0,30,114,ARMIDALE,"IDIG102 TRI-1 2021 OL
RELS180 TRI-1 2021 OL
HASS101 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
RELS182 TRI-2 2021 OL",,,"ISLAMST001.6 N Islamic Studies (Major)
ISLAMST011.4 N Islamic Studies (Minor)
STRELI001.8 N Studies in Religion (Major)"
BA59,BA,Bachelor of Arts,17,ENROLLED,OL,FT,S0004,44238,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HASS100 TRI-1 2021 OL
LING101 TRI-1 2021 OL
THEA110 TRI-1 2021 OL
WRIT101 TRI-1 2021 OL
LING102 TRI-2 2021 OL
LING350 TRI-2 2021 OL
THEA111 TRI-2 2021 OL
WRIT102 TRI-2 2021 OL
COMM387 TRI-3 2021 OL
LING353 TRI-3 2021 OL
LING366 TRI-3 2021 OL
LING369 TRI-3 2021 OL",,,"LINGUI001.7 N Linguistics (Major)
THSTUD011.2 N Theatre and Performance (Minor)"
BA60,BA,Bachelor of Arts,17,ENROLLED,OL,FT,S0004,43290,Yes,Yes,Domestic,144,60,72,72,ARMIDALE,"SOCY345 TRI-2 2018 OL
SOCY360 TRI-2 2018 OL","IDIG101 
ITAL101 
PEAC100 
PEAC102 
SOCY100 
SOCY110 
SOCY356 
THEA111 
THEA234 
THEA317 ",,"SOCIOL001.5 N Sociology (Major)
THSTUD011.2 N Theatre and Performance (Minor)"
BA61,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44375,Yes,Yes,Domestic,144,36,48,96,ARMIDALE,"ENGL102 TRI-2 2021 OL
HASS101 TRI-2 2021 OL","AFM101 
ECON106 
LSSU251 
MM110 
MM200 
QM161 ",,"CHINES001.5 N Chinese (Major)
ENGLIS011.5 N English (Minor)"
BA62,BA,Bachelor of Arts,17,INACTIVE,OL,FT,S0004,44375,No,No,Domestic,144,0,0,144,ARMIDALE,,,,"HISTOR001.9 N History (Major)
STRELI001.8 N Studies in Religion (Major)"
BA63,BA,Bachelor of Arts,17,ENROLLED,ON,FT,S0004,44226,Yes,Yes,Domestic,144,0,42,102,ARMIDALE,"ANCH110 TRI-1 2021 ON
ARPA104 TRI-1 2021 ON
HASS100 TRI-1 2021 ON
HINQ100 TRI-1 2021 ON
ANCH312 TRI-2 2021 ON
ARPA352 TRI-2 2021 ON
HASS101 TRI-2 2021 ON",,,"ANHIST011.4 N Ancient History (Minor)
CULTHER001.1 N Cultural Heritage (Major)"
BA64,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44494,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,WRITIN001.8 N Writing (Major)
BA65,BA,Bachelor of Arts,17,INTERMIT,OL,PT,S0004,44494,No,Yes,Domestic,144,36,42,102,ARMIDALE,WRIT101 TRI-3 2021 OL,"AFM219 
BIOL120 
ECON143 
LSSU251 
MM110 
RSNR120 ",,"PAIS001.4 N Political and International Studies (Major)
PHILOS011.4 N Philosophy (Minor)"
BA66,BA,Bachelor of Arts,17,ENROLLED,ON,FT,S0004,44375,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,HASS100 TRI-2 2021 ON,,,ANHIST001.8 N Ancient History (Major)
BA67,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,44494,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BA68,BA,Bachelor of Arts,17,INACTIVE,OL,FT,S0004,44375,No,Yes,Domestic,144,108,126,18,ARMIDALE,"CRIM314 TRI-2 2021 OL
CRIM324 TRI-2 2021 OL
PSYC315 TRI-2 2021 OL","CRIM101 
CRIM104 
CRIM108 
CRIM206 
CRIM233 
EDCX246 
EDEE212 
EDPE247 
EDSS223 
HASS100 
HASS101 
LAW102 
LAW131 
LAW206 
LAW207 
PSYC101 
PSYC102 
PSYC206 ",,"CRIM002.4 N Criminology (Major)
PSYCHO011.3 N Psychology (Minor)"
BA69,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,43409,No,No,Domestic,144,78,90,54,ARMIDALE,"COMM389 TRI-3 2018 OL
ENGL101 TRI-3 2021 OL","EDAE224 
EDCX246 
EDCX300 
EDEE112 
EDEE212 
EDEE300 
EDEE312 
EDLT115 
EDSP300 
EDUC303 
EDUC456 
EDUC457 
ENGL102 ",,"ENGLIS001.9 N English (Major)
WRITIN012.2 N Writing (Extended Major)"
BA70,BA,Bachelor of Arts,17,ENROLLED,OL,PT,S0004,44238,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,GRMN102 TRI-2 2021 OL,,,"PAIS001.4 N Political and International Studies (Major)
PAIS012.4 N Political and International Studies (Extended Major)"
BA71,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,40224,No,No,Domestic,144,18,18,126,ARMIDALE,,"ARPA1XX06 
PSYC102 
WRIT101 ",,"ANHIST012.2 N Ancient History (Extended Major)
ENGLIS001.8 N English (Major)
ENGLIS012.2 N English (Extended Major)
PHILOS001.2 N Philosophy"
BA72,BA,Bachelor of Arts,17,INACTIVE,OL,FT,S0004,44226,No,No,Domestic,144,0,0,144,ARMIDALE,,,,JAPANE012.3 N Japanese (Extended Major)
BA73,BA,Bachelor of Arts,17,ENROLLED,ON,FT,S0004,44226,Yes,Yes,Domestic,144,0,42,102,ARMIDALE,"ARPA104 TRI-1 2021 ON
CRIM104 TRI-1 2021 ON
HINQ100 TRI-1 2021 ON
PHIL151 TRI-1 2021 ON
CRIM101 TRI-2 2021 OL
HIST113 TRI-2 2021 ON
PHIL102 TRI-2 2021 ON",,,CRIM002.4 N Criminology (Major)
BA74,BA,Bachelor of Arts,17,INACTIVE,ON,PT,S0004,44226,No,Yes,Domestic,144,0,12,132,ARMIDALE,"RELS386 TRI-1 2021 OL
WRIT102 TRI-2 2021 OL",,,"ENGLIS011.5 N English (Minor)
HISTOR001.9 N History (Major)"
BA75,BA,Bachelor of Arts,17,ENROLLED,ON,FT,S0004,44226,Yes,Yes,Domestic,144,0,12,132,ARMIDALE,"THEA110 TRI-1 2021 ON
THEA202 TRI-2 2021 ON",,,THSTUD001.4 N Theatre and Performance (Major)
BA76,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,44253,No,No,Domestic,144,0,12,132,ARMIDALE,"CHIN101 TRI-1 2021 OL
WRIT101 TRI-1 2021 OL",,,
BA77,BA,Bachelor of Arts,17,INACTIVE,OL,FT,S0004,39125,No,No,Domestic,144,48,138,6,ARMIDALE,"ECT303 SEM-1 2009 OL
ENCO100 SEM-1 2007 OF
PSYC103 SEM-1 2011 OF
PSYC202 SEM-1 2008 OF
PSYC366 SEM-1 2010 OF
BCSS100 SEM-2 2009 OF
LING313 SEM-2 2007 OF
LING365 SEM-2 2008 OF
PSYC206 SEM-2 2008 OF
PSYC213 SEM-2 2011 OF
PSYC302 SEM-2 2010 OF
PSYC200 TRI-1 2012 OF
PSYC309 TRI-1 2012 OF
PSYC316 TRI-2 2012 OF
PSYC363 TRI-2 2012 OF","LING101 
LING102 
PSYC101 
PSYC102 
PSYC201 
PSYC204 
SOCY100 
SOCY101 ",PSYCHO012.3 Y Psychology (Extended Major),
BA78,BA,Bachelor of Arts,17,INACTIVE,OL,PT,S0004,44233,No,No,Domestic,144,90,90,54,ARMIDALE,,"AFM101 
AFM103 
BUS202 
CIJ210 
JAPN101 
JAPN102 
JAPN201 
JAPN202 
JAPN215 
JAPN235 
JAPN301 
JAPN302 
LSSU251 
MM105 
MM110 ",,JAPANE001.5 N Japanese (Major)
